Transaction ID;Products;Date;Categories;Codes
T426;FAIR & LOVELY FF  MULTI VITAMIN SCT, FRENCH FRIES 24 GR, ME BENNO EYE GLASS, MINYAK KITA 1LT BTL APICAL, MKP LANG 15 ML, PEPSODENT 75 GR WHITE;2023-12-10;SABUN, MAKANAN, MAKANAN, MAKANAN, OBAT, PASTA GIGI;055752, 281481, EG, 860708, 110098, 706081
T427;DAIA SOFTENER 350 GR VIOLET, INDOFOOD SCT SAMBAL PEDAS 9 GR, PANIR PANKO 1 ONS;2023-12-10;SABUN, MAKANAN, MAKANAN;610261, 400410, 784348
T428;GULA KELAPA BLITAR 0.25 KG, KECAP SEDAP 70+11 ML 10 PCS, POCARI SWEAT 2000 ML, RINSO AN + MOLTO 42 G 1 LSN, SUNLIGHT REFF 90 ML JERUK NIPIS, TERASI TERONG 100 GR, TOP COFFE GULA AREN 22 GR 1 RTG;2023-12-11;MAKANAN, MAKANAN, MAKANAN, SABUN, SABUN, MAKANAN, MAKANAN;696946, 608039, 600324, 558062, 596996, 046764, 202626
T429;DETTOL 100 GR RE-ENERGIZE, KOKO KRUNCH 32 GR, NESTLE GOODNES KURMA MILK 189 ML, NORIGO 3 GR PEDAS, OBH COMBI ANAK 60 ML MADU;2023-12-11;SABUN, MAKANAN, MAKANAN, MAKANAN, OBAT;025106, 428263, 525399, 876193, 037051
T430;DODO COTTON BUDS 131, GULA PUTIH LOKAL, MAMA LIME 230 ML TOTAL CLEAN, MIE SEDAP GORENG, PASEO SMART 540 S MINION, PONDS WHITE BEAUTY FF 50 GR, TELUR RAS A;2023-12-12;TISSU & KAPAS, MAKANAN, SABUN, MAKANAN, TISSU & KAPAS, KOSMETIK, MAKANAN;110381, 859384, 108324, 200301, 121407, 052959, 783492
T431;EKOMIE 600GR, GULA PUTIH LOKAL, KRESEK LOREK JATAYU, PATI ROSE BRAND LOS, POCARI SWEAT 2000 ML, YAKULT;2023-12-12;MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN;200561, 859384, 256662, 894373, 600324, YY
T432;KOREK SENTER, OPAK GAMBIR SEKAR ARUM, WINAM MINERAL WATER 40 CUP;2023-12-12;BAHAN BAKAR, MAKANAN, MAKANAN;020237, 048209, 970079
T433;BUBUK MURNI, MAGIC LEZAT 1 RTG, MIE BURUNG DARA BAKSO, PLASTIK KLIP 5X8, ROYCO SAPI 9 GR 1 RTG, SAJIKU TEPUNG BUMBU 220 GR, SASA 50 G, TEPUNG BERAS CAP LOMBOK;2023-12-13;MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN;456465, 521834, 999996, 012013, 502409, 084064, 943017, 046757
T434;BERRY DOUBLE TAPE, LEM TEMBAK KECIL, STICK KAYU 1 GDL;2023-12-13;ALAT TULIS KANTOR, ALAT TULIS KANTOR, PLASTIK & MIKA;380574, 016201, 001121
T435;AQUA 1500 ML, CLEVO UHT 115 ML STROBERI, KOKO KRUNCH 15 GR;2023-12-14;MAKANAN, MAKANAN, MAKANAN;101091, 717011, 420373
T436;AQUA GELAS, GG MERAH 12, SNACK BONCABE KRISPI LEVEL 15 27GR;2023-12-14;MAKANAN, ROKOK, MAKANAN;101047, 500128, 213520
T437;BUBUK MURNI 0.25 KG, CHOCOLATOS SWEET CHEESE 16 GR, GERY CHOCHOLATOS 18 GR CHOCOLATOS, INDOMIE GORENG 85 GR, MAMA LIME 230 ML TOTAL CLEAN, MIE SEDAP GORENG, MILO ACTIV-GO 22 GR 1 RTG;2023-12-14;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN;456465, 001608, 311981, 010947, 108324, 200301, 521797
T438;GG KALENG 50 BTG, GG SURYA 12, LE MINERAL 330 ML 1 DOS;2023-12-14;ROKOK, ROKOK, MAKANAN;110501, 110129, 600375
T439;ANTANGIN CAIR 1 KTK, GG SURYA 12 5 PAK, RIZKI MIGOR 1 LTR LABEL KUNING, ROYCO SAPI 9 GR 1 RTG, TAJIMAS GOLD GRENJENG 5 PAK, TAJIMAS KING 5 PACK;2023-12-15;OBAT, ROKOK, MAKANAN, MAKANAN, ROKOK, ROKOK;782354, 110129, 532795, 502409, 076009, KING
T440;BAWANG PUTIH 1 ONS, MIE SEDAP AYAM BAWANG, MIE SEDAP GORENG, TERIGU SEGITIGA;2023-12-15;MAKANAN, MAKANAN, MAKANAN, MAKANAN;896564, 200318, 200301, 845924
T441;BERAS INI BERASKU 10 KG, ENTROSTOP ANAK 10 ML, ROYAL PARFUM COLECTION WINTER BREEZ;2023-12-16;MAKANAN, OBAT, SABUN;328456, 523201, 808712
T442;KUE BASAH, WALLS SOLERO FRUIT 65 ML, YAKULT;2023-12-16;MAKANAN, MAKANAN, MAKANAN;WING, 547448, YY
T443;GULA PUTIH LOKAL, INDOMILK SKM 40 G SCT PUTIH 1 RTG, KEMIRI BULAT KA;2023-12-16;MAKANAN, MAKANAN, MAKANAN;859384, 001557, 586542
T444;CAMP HULA-HULA 50 ML KACANG HIJAU, CAMP SPIDERMAN 55 ML, CHO-CHO JOY 40 GR CHOCOLATE EGG, LAURIER RELAX NIGHT 35 6S, MINI CONCERTO 30 ML 1 PCS;2023-12-16;MAKANAN, MAKANAN, MAKANAN, PEMBALUT WANITA, MAKANAN;720123, 971266, 955571, 003087, MC
T445;GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA 1 PRES, KOREK GAS ISI 10, SAMPORNA AGA 10+2 1 PRESS, TAJIMAS KING 5 PACK;2023-12-16;ROKOK, ROKOK, ROKOK, BAHAN BAKAR, ROKOK, ROKOK;110129, 129891, 122199, 020238, 000988, KING
T446;H&S SHP ANTI KETOMBE 1LSN, KOTAK R8 KRAF, SAMIR MIKA GX-18;2023-12-17;SHAMPO, PLASTIK & MIKA, PLASTIK & MIKA;297219, 333337, 000044
T447;ALPENLIEBE ECLAIRS CHOCOLATE CARAME, BUBUK MURNI 0.25 KG, BUBUK SATU SATU 250 G, DJI SAM SOE PREMIUM 12, GULA PUTIH LOKAL, INDOMIE GORENG 85 GR RENDANG, INDOMIE GORENG 85 GR SAMBAL RICA, INDOMIE SEBLAK 75 GR, KOREK DUCATI, MIE SEDAP KOREAN SPICY CHICKEN, MIE SEDAP SOTO;2023-12-18;MAKANAN, MAKANAN, MAKANAN, ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, BAHAN BAKAR, MAKANAN, MAKANAN;022413, 456465, 001800, 028999, 859384, 910704, 043273, 043495, 020238, 202343, 200325
T448;INDOMIE KARI AYAM, INDOMIE RASA AYAM SPESIAL, LIFEBUOY 70 G MILD CARE, SIMAS PALMIA 200 GR, SOKLIN SOFT 275 GR RED, TERIGU BIASA;2023-12-18;MAKANAN, MAKANAN, SABUN, MAKANAN, SABUN, MAKANAN;010527, 010046, 059316, 510158, 610445, 985324
T449;SOSIS KIMBO  SO NICE  IGA BAKAR, TELUR RAS A, YUPI ICE CREAM CONE;2023-12-19;MAKANAN, MAKANAN, MAKANAN;SS, 783492, 904728
T450;INDOMIE GORENG 85 GR, INDOMIE GORENG 85 GR AYAM GEPREK, KERTAS KLOBOT;2023-12-19;MAKANAN, MAKANAN, ALAT TULIS KANTOR;010947, 043433, 016144
T451;BALA BALA KANTONG 0.5 KG 1 GDL, BERAS INI BERASKU 10 KG, TELUR RAS A;2023-12-19;PLASTIK & MIKA, MAKANAN, MAKANAN;076718, 328456, 783492
T452;GG SURYA 12, GRENDEL BIRU 12, KOREK DUCATI, RICHEESE 39 GR WAFER KEJU;2023-12-19;ROKOK, ROKOK, BAHAN BAKAR, MAKANAN;110129, 129891, 020238, 535878
T453;EKONOMI 380K AN LEMON, GARAM KOTAK, SAYANG DET 260 GR LAVENDER, SUNCO REF 2 LTR;2023-12-20;SABUN, MAKANAN, SABUN, MAKANAN;600101, 233211, 306514, 500238
T454;BERAS PANDA 25KG, MERICA, NOMOS PREMIUM, PANIR PANKO 1 ONS;2023-12-20;MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT, MAKANAN;033021, MERICA, 300256, 784348
T455;ABC SAMBAL 75 ML EXT PEDAS POUCH, BLUEBAND SERBAGUNA 50 GR, KEJU KRAFT CHEDDAR MINI 30 GR, KOBE BONCABE LEVEL 50, LADAKU MERICA BUBUK 2.5 GR, MAESTRO MAYONNAISE 100 GR, MAYUMI SERBAGUNA 100 GR, SARI ROTI TAWAR JUMBO;2023-12-20;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;120556, 244405, 065201, 215036, 930612, 461117, 111005, 953270
T456;MAMY POKO PANT XL1 10 PCS, NUTRISARI 14 GR JERUK PERAS 1 RTG, SOKLIN SOFT 55 G FRESH P 1 LSN, SOPKLIN LIQUID 24 ML WHITE & BRIGHT, SOSIS KIMBO 1 TPLS, VAPE JUMBO PREMIUM 10 BKS;2023-12-21;DIAPERS, MAKANAN, SABUN, SABUN, MAKANAN, OBAT NYAMUK KECOA SEMUT;270833, 010711, 610452, 808880, SS, 130585
T457;KEMIRI BULAT KA, MAFAZA CIPIR, MIE SEDAP GORENG, TEPUNG CRISPY CAP JEMPOL KRIUK;2023-12-21;MAKANAN, MAKANAN, MAKANAN, MAKANAN;586542, 111431, 200301, 030030
T458;GULA PUTIH LOKAL, MINYAK CURAH MEGA SURYA, ROSE BRAND 500 GR KETAN, SO NICE TEMAN MIE 600 GR, TERIGU BIASA, TERIGU CAKRA, YUPI 15 GR FRUITS COCKTAILS;2023-12-22;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 986998, 135006, 0002489, 985324, 872884, 902922
T459;KISS SCT APPLE PEACH, NOMOS PREMIUM, PERMEN KISS 125 GR HARUM MEWANGI;2023-12-22;MAKANAN, OBAT NYAMUK KECOA SEMUT, MAKANAN;321522, 300256, 321508
T460;GULA PUTIH LOKAL, HANANIA ROTI BIG BALL, KUE BASAH, ROTI SISIR BUNGA MAWAR PUTIH, TELUR RAS A;2023-12-22;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 043403, WING 4, 044501, 783492
T461;FRENCH FRIES 24 GR, KUE BASAH, NYAM-NYAM 11 GR FUN PLAY, PATI MATAHARI, TELUR RAS A, TERIGU CAKRA;2023-12-23;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;281481, 100000, 020425, 046758, 783492, 872884
T462;GIV 80 GR EXOTIC GLOW, GIV 80 GR HIJAB TIN & ZAITUN, PEPSODENT 75 GR  HERBAL, SARI ROTI KLASIK KASUR KRIM MESSES, YAKULT 1 PRES;2023-12-23;SABUN, SABUN, PASTA GIGI, MAKANAN, MAKANAN;602389, 612890, 710880, 996321, YY
T463;GG SURYA 12, GRENDEL UTAMA 12, HEMA ACTION 1 LBR, PARAMEX;2023-12-23;ROKOK, ROKOK, OBAT, OBAT;110129, 122199, 056405, 100206
T464;GULA PUTIH LOKAL, SANDAL SWALLOW BLACK PEARL, TEH 999 TANGGUNG, TIGA TEBU;2023-12-24;MAKANAN, SANDAL & SEPATU, MAKANAN, MAKANAN;859384, 074010, 670015, 041709
T465;ANEKA SNACK SYISEL JAYA MAKMUR, BAWANG PUTIH, BUBUK MURNI 0.25 KG, EKONOMI POWER LIQUID 650 ML, INDOMILK SKM 545 GR PLAIN, KACANG HIJAU SUPER 0.25 KG, KEMIRI 0.25 KG, KRESEK LOREK JATAYU, KUE BASAH, MASAKO 11 GR SCT SAPI 1 RTG, MINYAK KITA 2LT SINARMAS, MITRA SAUDARA SNACK, SALAD BUAHPISANG COKLAT, SNACK MAHKOTA;2023-12-25;MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;445511, 896564, 456465, 611718, 003902, 416695, 586542, 256662, 100000, WING, WING 4, 033147, 122337, 311318, 526621, 012114
T466;CAMP FANTASY STROBERI, CAMP SPONGEBOB CUP, LARUTAN K3 200 ML, SOSIS KIMBO  SO NICE  IGA BAKAR;2023-12-25;MAKANAN, MAKANAN, MAKANAN, MAKANAN;971013, 700392, 500124, SS
T467;GG DJAYA HIJAU 12 1 PRES, GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, SAMPOERNA AGA 10+2 1 PRES, TAJIMAS GOLD GRENJENG 1 PRES;2023-12-25;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK;502122, 110129, 129891, 000988, 076009
T468;CLEVO UHT 115 ML STROBERI, GENKI MOKO-MOKO PANTS XL1, INDOMILK UHT 115 ML COKLAT;2023-12-25;MAKANAN, DIAPERS, MAKANAN;717011, 960037, 000239
T469;PASEO GO SMART 200 S, TEH PUCUK HARUM 350 ML, TESSA FACIAL HANKY 10S 3 PLY, ZINK SHA SCT CLEAN ACTIVE 12 ML 1 P;2023-12-26;TISSU & KAPAS, MAKANAN, TISSU & KAPAS, SHAMPO;121452, 600146, 006256, 107471
T470;JASJUS 8 GR MELON 1 RTG, LIFEBUOY TS 60 GR BAND 4PCS, SEHAT 65 GR RED 10 PCS, TOP PLUS GULA 18 G 1 RTG, TOP WHITE COFFE 1 RTG;2023-12-26;MAKANAN, SABUN, SABUN, MAKANAN, MAKANAN;200127, 046996, 622673, 803281, 609234
T471;BUBUK KOPI SATU SATU 6.5 G 1 RTG, DOWNY SPORT FRESH 10 ML 1 RTG, GG MERAH 12 1 PRES, GG SURYA 12 5 PAK, GRENDEL BIRU 12 1 PRES, MAMA KOKO SANTAN 65 ML, MINYAK CURAH MEGA SURYA, SEDAP GORENG 10 PCS;2023-12-26;MAKANAN, SABUN, ROKOK, ROKOK, ROKOK, MAKANAN, MAKANAN, MAKANAN;030103, 821827, 500128, 110129, 129891, 6049290, 986998, 200301
T472;ASAM JAWA, BODREX MIGRA, BUMBU CAP LILIK, EKONOMI ANTI NODA 500 K 6 PCS, EKONOMI POWER LIQUID 10 POUCH, GULA PUTIH LOKAL, IMPLORA PENSIL ALIS BROWN, KAPAL API 6.5 G 1 RTG, KEMIRI BULAT KA, KRESEK LOREK JATAYU, LEZZA SANTAN 65 ML, RINSO AN + MOLTO 42 G 1 LSN, ROYAL PARFUM COLECTION WINTER BREEZ, ROYALE BLACK VELVET 13 ML 1 RTG, ROYALE PARFUM PINK SATIN 13 ML 1 RT, ROYCO SAPI 9 GR 1 RTG, SOKLIN SCT 57 GR SOFT 1 LSN, WINGS BIRU 500 K 10 PCS, YAKULT, ZINC SHP ACTIVE FRESH ANTI DANDRUFF;2023-12-27;MAKANAN, OBAT, MAKANAN, SABUN, SABUN, MAKANAN, KOSMETIK, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, SABUN, SABUN, SABUN, SABUN, MAKANAN, SABUN, SABUN, MAKANAN, SHAMPO;012245, 071903, 110411, 671729, 611701, 859384, 002003, 105584, 586542, 256662, 7040702, 558062, 808712, 614146, 612388, 502409, 607322, 670722, YY, 108799
T473;ADEM SARI SCT, CITRUN CAP GAJAH, GARAM HALUS SEGI TIGA G 200 GR, TAJIMAS GOLD GRENJENG;2023-12-27;MAKANAN, MAKANAN, MAKANAN, ROKOK;AS, 041708, 123453, 076009
T474;INAFOOD OKEBIS 300+15 GR KELAPA, KING BOY  KIKO, NICK JUMBO KASUR;2023-12-27;MAKANAN, MAKANAN, MAKANAN;381322, 3000, 043106
T475;BUBBLE MATA, INDOMIE SEBLAK 75 GR, SOSIS KIMBO  SO NICE  IGA BAKAR;2023-12-27;MAKANAN, MAKANAN, MAKANAN;280229, 043495, SS
T476;CAMP FANTASI 55 ML ANGGUR, CAMP FROZEN 55 ML, CAMP PETIT 43 ML VANILLA;2023-12-27;MAKANAN, MAKANAN, MAKANAN;972843, 972416, 972713
T477;BUBUK SATU SATU 250 G, GG DJAYA HIJAU 12 1 PRES, TELUR RAS A, YUPI WOTAA MELON 1 DOS;2023-12-27;MAKANAN, ROKOK, MAKANAN, MAKANAN;001800, 502122, 783492, 905466
T478;EKONOMI ANTI NODA LEMON 500 K 10 PC, KAPAL API 6.5 G 1 RTG, MASAKO 11 GR SCT SAPI 1 RTG, SARIMURNI 1.8 G 6 SCT 1 LSN;2023-12-27;SABUN, MAKANAN, MAKANAN, MAKANAN;600095, 105584, 033147, 502003
T479;EXTRA JOSS, GULA PUTIH LOKAL, INDOMIE GORENG 85 GR, PARAMEX, SIKAT KAYU, TEH 999 BESAR;2023-12-27;OBAT, MAKANAN, MAKANAN, OBAT, PERLENGKAPAN KAMAR MANDI, MAKANAN;000684, 859384, 010947, 100206, 070402, 670022
T480;BERAS, FRENCH FRIES 24 GR, LIFEBUOY TS TOTAL 10 4X100GR, MINYAK TROPICAL 2 LT BOTOL, PANTENE SHP 160 ML H.FALL CONTROL, SARIMI GELAS 30 GR SOTO AYAM, SOKLIN SMART 800 GR DET & SOFTENER, SUNLIGHT 650 ML JERUK NIPIS, TIC TIC CRUNCHY STICK BAWANG 70 GR;2023-12-28;MAKANAN, MAKANAN, SABUN, MAKANAN, SHAMPO, MAKANAN, SABUN, SABUN, MAKANAN;046112, 281481, 045920, 122002, 400886, 923063, 805414, 589189, 001192
T481;FONNUT 8 GR MILK CHOCO CASHEW, KUE BASAH, LE MINERALE 600 ML, RUMUT 4 GR RASA PEDAS, TIC TAC 90 GR PEDAS;2023-12-29;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;112040, 100000, 600269, 250381, 600814
T482;MAHKOTA KACANG BESAR, MITRA SAUDARA SNACK, SNACK MAHKOTA;2023-12-29;MAKANAN, MAKANAN, MAKANAN;891023, 311318, 012114
T483;BIO+ DISHWASH JERUK NIPIS 50 ML, GRENDEL UTAMA 1 PRES, KAPAL API 6.5 G 1 RTG, MAMA LEMON 70 ML 10 PCS, SEDAP GORENG 10 PCS, TAJIMAS KING 1 PRES, TAJIMAS KINGDOM 12 1 PRES, TOP COFFE GULA AREN 22 GR 1 RTG, TOP KOPI MURNI 7 GR 1 RTG, TOP KOPI SUSU PLUS GULA 1 RTG;2023-12-29;SABUN, ROKOK, MAKANAN, SABUN, MAKANAN, ROKOK, ROKOK, MAKANAN, MAKANAN, MAKANAN;304299, 122199, 105584, 105125, 200301, KING, DOM, 202626, 200615, 200745
T484;ANGGUR SUPER, BUMBU CAP LILIK, MAMA KOKO SANTAN CAIR 65 ML, MINYAK CURAH MEGA SURYA;2023-12-30;MAKANAN, MAKANAN, MAKANAN, MAKANAN;162134, 110411, 049290, 986998
T485;AQUA 1500 ML, INDOMILK 190 ML COKLAT, INDOMILK UHT 115 ML COKLAT;2023-12-30;MAKANAN, MAKANAN, MAKANAN;101091, 005945, 000239
T486;EKONOMI 380K AN LEMON, EKONOMI POWER LIQUID 105 +27 ML, FRISIAN FLAG 370 GR KENTAL MANIS, GLICO POCKY 21 GR STRAWBERRY, MAMY LOVE PANT L20, MINYAK KITA 1LT REFF, SOKLIN LANTAI 80 ML MOMENT IN GOLD, SOKLIN SMART 800 GR DET & SOFTENER, SUKRO OVEN 25 GR RASA BAWANG;2023-12-30;SABUN, SABUN, MAKANAN, MAKANAN, DIAPERS, MAKANAN, PERLENGKAPAN KAMAR MANDI, SABUN, MAKANAN;600101, 611701, 101207, 000079, 000151, 150256, 809207, 805414, 601507
T487;DAIA 300 GR BUNGA, GIV 80 GR HIJAB TIN & ZAITUN, H&S SHP 10 ML SMOTH & SILKY 1 PAK, POP ICE 23GR AVOCADO 1RTG, WISMILAK ARJA 12;2023-12-31;SABUN, SABUN, SHAMPO, MAKANAN, ROKOK;601429, 612890, 566834, 256116, 995691
T488;GRENDEL UTAMA 1 PRES, GULA PUTIH LOKAL, KACANG TANAH LOKAL A, MINYAK CURAH MEGA SURYA;2024-01-01;ROKOK, MAKANAN, MAKANAN, MAKANAN;122199, 859384, 047902, 986998
T489;BUBBLE MATA, MILTON PASTILLES NANAS 6 GR, SOKLIN LIQUID 24ML WHITE & BRIGHT 1, SOSIS KIMBO  SO NICE  IGA BAKAR;2024-01-01;MAKANAN, MAKANAN, SABUN, MAKANAN;280229, 050287, 808880, SS
T490;SARIAYU PELEMBAB 35 ML JERUK, SGM 3+ 150 GR MADU, VIVA 100 ML FACE TONIC CUCUMBER, VIVA 100 ML MILK CLEANSER CUCUMBER;2024-01-02;KOSMETIK, MAKANAN, KOSMETIK, KOSMETIK;120271, 923739, 011402, 011204
T491;GG SURYA 12, GG SURYA 16, TOP PLUS GULA 18 GR 1 RTG;2024-01-02;ROKOK, ROKOK, MAKANAN;110129, 110167, 803281
T492;AQUA 1500 ML, DUNHILL FILTER 16 BLACK, TEH PUCUK HARUM 350 ML;2024-01-03;MAKANAN, ROKOK, MAKANAN;101091, 912363, 600146
T493;GIV 80 GR EXOTIC GLOW, GULA PUTIH LOKAL, INDOMIE GORENG 85 GR SAMBAL RICA, INDOMIE SEBLAK 75 GR, MIE PANDA KECIL, ROYCO SAPI 9 GR 1 RTG, SELAMAT WAFER 18 GR COKLAT, SOFFELL SCT 8 GR KULIT JERUK 1 LSN;2024-01-03;SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT;602389, 859384, 043273, 043495, MIEP, 502409, 770417, 311014
T494;BOOM CINTA 260 GR ROSE CERIA, FERMIPAN ASLI, KECAP SAWI  275 ML MANIS, MIE PANDA KECIL, TERIGU SEGITIGA;2024-01-03;SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;626835, 740001, 211717, MIEP, 845924
T495;BUBBLE MATA, FF PURE FARM 225 ML SWEET DELIGHT, MILO UHT 180 ML, SNACK BONCABE KRISPI LEVEL 15 27GR;2024-01-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN;280229, 700905, 523067, 213520
T496;PADDLE POP SHAKY SHAKE 140 ML, PIGEON COTTON SWAB SMALL TIP, PROMINA 100 GR SILKY PUDDING STRAWB, TEH 999 BESAR, TELUR RAS A;2024-01-04;MAKANAN, TISSU & KAPAS, MAKANAN, MAKANAN, MAKANAN;275440, 003224, 621020, 670022, 783492
T497;ANDALAN FILTER 12 5 PAK, GAJAH BARU INTERNATIONAL 12, GG SURYA 12  1 PRES, TAJIMAS KING 1 PRES;2024-01-06;ROKOK, ROKOK, ROKOK, ROKOK;340239, 320683, 110129, KING
T498;HARMONY 70 GR APEL HIJAU, HARMONY 70 GR MELON, INDOMILK UHT 125 ML VANILA, LIFEBUOY SHP SCT V10 ML KUAT BERKIL, SAOS JEMPOL SAMBAL 480 G;2024-01-06;SABUN, SABUN, MAKANAN, SHAMPO, MAKANAN;210854, 200879, 000215, 027032, 040601
T499;GG DJAYA HIJAU 12 1 PRES, GRENDEL BIRU 12 1 PRES, TAJIMAS GOLD GRENJENG 1 PRES;2024-01-06;ROKOK, ROKOK, ROKOK;502122, 129891, 076009
T500;BUBBLE MATA, INDOMILK SKM 545 GR PLAIN, KANZLER SINGLES 60 GR GOCHUJANG, MILO HIGH-CALCIUM 240 ML, MININORI 4 GR RENDANG PEDAS, PASEO SMART 50 S TRAVEL PACK, SARI ROTI SOBEK COKLAT SARIKAYA;2024-01-06;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, TISSU & KAPAS, MAKANAN;280229, 003902, 668243, 174659, 300299, 025304, 730017
T501;BAWANG PUTIH, BUBUK KOPI SATU SATU 6.5 G 1 RTG, DAIA CLEAN & FRESH HIJAB 280 GR 10P, GG SURYA 12  1 PRES, GULA PUTIH LOKAL 10 KG, INDOMILK SKM 40 G SCT 1 RTG, KACANG HIJAU SUPER 1KG, KAPAL API 6.5 G 1 RTG, NOMOS PREMIUM, TAJIMAS KING 5 PACK, TEH SARI WANGI ASLI 25, TONG TJI TEH ASLI 25PCS, TONG TJI TEH ASLI ORIGINAL 25PCS, VAPE JUMBO PREMIUM 10 BKS;2024-01-06;MAKANAN, MAKANAN, SABUN, ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT, ROKOK, MAKANAN, MAKANAN, MAKANAN, OBAT NYAMUK KECOA SEMUT;896564, 030103, 618298, 110129, 859384, 001557, 416695, 105584, 300256, KING, 195649, 115045, 662488, 130585
T502;BETADINE 5 ML, BUBBLE MATA, KAPAS VELLANIE BESAR 100GR;2024-01-06;OBAT, MAKANAN, TISSU & KAPAS;3103050, 280229, 204597
T503;KEMIRI PECAH 0.25 KG, KUE BASAH, MERICA, RAGI TAPE NKL;2024-01-07;MAKANAN, MAKANAN, MAKANAN, MAKANAN;024816, WING 4, MERICA, 046598
T504;AOKA ROTI PANGGANG, BAWANG PUTIH, BERAS PANDA 10 KG, CAMP CONCERTO MIDI COOKIE CREAMY 80, TELUR ASIN;2024-01-07;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;840035, 896564, 434343, 710360, TA
T505;"ANDALAN FIL;TER 12 1 PRES, DJ DS MILD 20, GG SURYA 12  1 PRES, TAJIMAS KING 1 PRES";2024-01-07;ROKOK, ROKOK, ROKOK, ROKOK;340239, 101361, 110129, KING
T506;BELFOODS CHICKEN NUGGET CERIA 170 G, INDOMILK UHT 125 ML VANILA, MILTON PASTILLES NANAS 6 GR;2024-01-08;MAKANAN, MAKANAN, MAKANAN;899714, 000215, 050287
T507;INDOMIE GORENG 85 GR, INDOMIE RASA AYAM SPESIAL, KUE BASAH, SARI ROTI TAWAR KUPAS;2024-01-08;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;010947, 010046, 100000, WING 4, WING, 953287
T508;CALADINE LOTION 60 ML, DETTOL 100 GR RE-ENERGIZE, EKOMIE 3 KG, SUNCO REF 2 LTR;2024-01-08;OBAT, SABUN, MAKANAN, MAKANAN;123015, 025106, EKO3, 500238
T509;BUBBLE MATA, GG SURYA 12, SARI ROTI SANDWICH COKELAT;2024-01-08;MAKANAN, ROKOK, MAKANAN;280229, 110129, 952327
T510;CAMP CONCERTO SUNDAE CHOCOLATE, CAMP SPONGEBOB CUP, LE MINERALE 600 ML;2024-01-09;MAKANAN, MAKANAN, MAKANAN;972553, 700392, 600269
T511;MILO ACTIVGO RTD ORIGINAL 240 ML, NESCAFE LATTE 220 ML, NICK BROWNIES KEJU, ULTRA 250 ML SARI KACANG IJO, WALLS POPULAIRE CHOCOLATE 90ML, WALLS POPULAIRE STRAWBERRY 90 ML, WALLS SWEET CORN 98 ML;2024-01-09;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;051509, 288592, 043101, 050053, 282196, 282202, 591588
T512;ANDALAN KRETEK 12 5 PAK, DJ 76 MANGGA 12 1 SLOP, GG DJAYA HIJAU 12 1 PRES, GG MERAH 12 1 PRES, GG SURYA 12 5 PAK, GULA PUTIH LOKAL, MAMY POKO PANT XL1 10 PCS, SLEEK PENCUCI BTL REFF 70 ML, TAJIMAS GOLD GRENJENG 5 PAK, TAJIMAS KING 5 PACK;2024-01-10;ROKOK, ROKOK, ROKOK, ROKOK, ROKOK, MAKANAN, DIAPERS, PERLENGKAPAN BAYI, ROKOK, ROKOK;340321, 101811, 502122, 500128, 110129, 859384, 270833, 229619, 076009, KING
