Transaction ID;Products;Date;Categories;Codes
T257;BUBBLE MATA, KANTONG TGG, MINYAK KITA 1LT BOTOL S, MINYAK KITA 1LT REFF, PATI MATAHARI, TEPUNG BERAS CAP LOMBOK, TEPUNG CRISPY CAP JEMPOL KRIUK, TERIGU BIASA;2023-09-18;MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;280229, 304048, 031826, 031857, 046758, 046757, 030030, 985324
T258;BALA BALA KANTONG 1 KG, LPG 3 KG, ROSE BRAND 500 GR BERAS;2023-09-19;PLASTIK & MIKA, BAHAN BAKAR, MAKANAN;682365, 546531, 115008
T259;GOOD TIME MINI 18 GR DOUBLE CHOC, INDOMILK UHT 115 ML STRAWBERY, KUE BASAH, NABATI WAFER JUMBO 37 GR KLAPA, ROMA ARDEN 30 GR CHOCO, ROMA SARI GANDUM 36 GR SANDWICH;2023-09-19;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;030936, 000253, WING 4, 554756, 305119, 308059
T260;BEAR BRAND 189 ML, KOJIE SAN 65 G ACID SOAP, MILKITA LOLYPOP 7 GR;2023-09-20;MAKANAN, SABUN, MAKANAN;404441, 300093, MI
T261;GULA PUTIH LOKAL, HUNKWEE, KARA SANTAN CAIR 65 ML;2023-09-21;MAKANAN, MAKANAN, MAKANAN;859384, 046523, 781025
T262;MIE SEDAP AYAM BAWANG, MIE SEDAP GORENG, ROTI SISIR BUNGA MAWAR PUTIH, SO YUMIE GELAS AYAM BAWANG 1 RTG, SOKLIN SOFT 55 G FRESH P 6 PCS, TELUR RAS 0.25 KG, TEPUNG REMPEYEK LOMBOK;2023-09-22;MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN, MAKANAN, MAKANAN;200318, 200301, 044501, 202541, 610452, 783492, 090274
T263;BUBBLE MATA, PATI ROSE BRAND LOS, TOP COFFE GULA AREN 22 GR 1 RTG;2023-09-23;MAKANAN, MAKANAN, MAKANAN;280229, 894373, 202626
T264;ANDALAN FILTER 12, DJ LA BOLD 12, GG SURYA 12;2023-09-23;ROKOK, ROKOK, ROKOK;340239, 108896, 110129
T265;GULA KELAPA BLITAR, GULA PUTIH LOKAL, ROSE BRAND 500 GR KETAN;2023-09-24;MAKANAN, MAKANAN, MAKANAN;696946, 859384, 135006
T266;CHARM BF NIGHT WING 29 CM 5P, LIFEBUOY SHP SCT V10 ML KUAT BERKIL, SOKLIN SOFT 425 GR ROSY PINK;2023-09-24;PEMBALUT WANITA, SHAMPO, SABUN;230059, 027032, 808231
T267;GG SURYA 12, KOREK DUCATI, SAMPOERNA AGA 10+2;2023-09-24;ROKOK, BAHAN BAKAR, ROKOK;110129, 020238, 000988
T268;GARNIER LIGHT COMPLETE FOAM 9ML, REX LOT 9 G CERAH & SEGAR, SWEETY PANT S1, TEH PUCUK HARUM 350 ML;2023-09-24;SABUN, KOSMETIK, DIAPERS, MAKANAN;001194, 042387, 953013, 600146
T269;BUTTER CREAM 0.25 KG, GULA PUTIH LOKAL, MENTEGA AMANDA, MINYAK CURAH MEGA SURYA, PERMEN BOBO, PERMEN EMPENG, PLASTIK OPP 10X10, PLASTIK OPP 9X15, ROSE BRAND 500 GR KETAN, SAMBAL PRIMA, SASA 50 G;2023-09-25;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN;888999, 859384, 332614, 986998, PB, 365841, 076737, 075617, 135006, 047109, 943017
T270;GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA 1 PRES, INDOMILK 385 COKLAT 1 LSN, INDOMILK 385 PUTIH 10 KLG, TAJIMAS GOLD GRENJENG 1 PRES, TAJIMAS KING 1 PRES;2023-09-25;ROKOK, ROKOK, ROKOK, MAKANAN, MAKANAN, ROKOK, ROKOK;110129, 129891, 122199, 000063, 000018, 076009, KING
T271;DAIA SOFTENER 480 GR VIOLET, GARNIER LIGHT COMP WHITE SPEED SERU, TEBS SPARKLING MIX FRUIT 330 ML, YUKKO CUTTON BUDS 100S ADULT, ZINC SHA 170 ML HAIR FALL TREATMENT;2023-09-26;SABUN, KOSMETIK, MAKANAN, TISSU & KAPAS, SHAMPO;610278, 010293, 853127, 980003, 105736
T272;BAWANG PUTIH 1 ONS, BETTER SANDWICH VANILA CREAM 100 GR, KUE BASAH, MINYAK CURAH MEGA SURYA, MY JELLY 420 GR ISI 30 CUP, SLAI OLAI 192 GR NANAS, VISION 32;2023-09-27;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, ALAT TULIS KANTOR;896564, 3189080, WING, 986998, 016641, 304020, 8965875
T273;BIHUN PADAMU ISI 1, BUBUK MURNI, GARAM HALUS SEGI TIGA G 200 GR, INDOFOOD SCT SAMBAL PEDAS 9 GR, KOTAK R8 KRAF, MINYAK CURAH 0.5 KG, ROMA SARI GANDUM 36 GR SANDWICH, SAJIKU TEPUNG BUMBU 40 GR, SAMIR MIKA GX-18;2023-09-28;MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA;950082, 456465, 123453, 400410, 333337, 074103, 308059, 061034, 000044
T274;KAPAL API 6.5 G 1 RTG, SEDAP GORENG 10 PCS, TOP KOPI SUSU PLUS GULA 1 RTG;2023-09-28;MAKANAN, MAKANAN, MAKANAN;105584, 200301, 200745
T275;BUBUK KOPI SATU SATU 6.5 G 1 RTG, DOWNY 10 ML ANTI BAU, DOWNY SUNRISE FRESH 14ML 1 LSN, HARMONY 10 BTG, INDOMIE AYAM BAWANG, INDOMIE GORENG 10 PCS, INDOMIE KARI AYAM, KECAP SEDAP 70+11 ML 10 PCS, KRESEK LOREK JATAYU, LIFEBUOY SHP SCT 10 ML KUAT BERKILA, MIE OVEN 71 GR MI GORENG BAWANG, SANTANPAS SANTAN BUBUK 75 ML RTG, SOKLIN SOFT 320 GR RED 10 PCS;2023-09-28;MAKANAN, SABUN, SABUN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, SHAMPO, MAKANAN, MAKANAN, SABUN;030103, 180520, 745703, 200862, 010015, 010947, 010527, 608039, 256662, 027032, 526156, 110015, 610445
T276;PATI ROSE BRAND LOS, ROYCO SAPI 9 GR 1 RTG, SASA 180 GR, TERIGU SEGITIGA;2023-09-29;MAKANAN, MAKANAN, MAKANAN, MAKANAN;894373, 502409, 943376, 845924
T277;BONCABE MAKARONI 27GR KEJU PEDAS LE, FANTA 390 ML STROBERI, FRENCH FRIES 24 GR, GALON LE MINERAL, JETZ SWEET STICK 18 GR CHOCOLATE, KRESEK LOREK JATAYU, LE MINERALE 600 ML, MIE SEDAP AYAM JERIT, MIE SEDAP GORENG, MIE SEDAP KOREAN SOUP, MIE SEDAP KOREAN SPICY CHICKEN, MILKU 200 ML STRAWBERRY, MILO UHT 110 ML, PIATTOS BBQ 18 GR, SARI ROTI SOBEK COKLAT SARIKAYA;2023-09-30;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;216132, 002039, 281481, 162097, 605037, 256662, 600269, 626842, 200301, 202619, 202343, 202732, 523081, 005252, 730017
T278;GULA PUTIH LOKAL, PRIANGAN BUNDER CREAM MANIS, TEH SISRI GULA BATU 8 GR 1 RTG;2023-09-30;MAKANAN, MAKANAN, MAKANAN;859384, 713201, 108118
T279;BUBUK SATU SATU 250 G, EKOMIE 600GR, GULA PUTIH LOKAL, MIE SEDAP AYAM BAWANG, MIE SEDAP SOTO, TEH SARI WANGI ASLI 25;2023-10-01;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;001800, 200561, 859384, 200318, 200325, 195649
T280;BALA BALA KANTONG 1 KG, KRESEK GPB, PLASTIK 88 1 ONS UNGU;2023-10-01;PLASTIK & MIKA, PLASTIK & MIKA, PLASTIK & MIKA;682365, 010201, 075618
T281;ANTAKA 100 GR BALADO PEDAS MANIS, GULA PUTIH LOKAL, LADAKU MERICA BUBUK 2.5 GR 1 PAK, MAIZENA LOSS, MIE BURUNG DARA PIPIH 140 GR, MINYAK KITA 1LT REFF, PEWARNA R&W PUTIH, TELUR RAS A;2023-10-04;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;630079, 859384, 930612, 510440, 890484, 031857, 108262, 783492
T282;BIORE BF 250 ML RELAXING AROMATIC, CHARM BF EXTRA MAXI WING 20P, CHARM BF NIGHT WING 29CM 9P, CHOKI CHOKI 10 GR CASHEW 1KTK, GOOD DAY 25 G CAPPUCCINO 1 RTG, KRESEK LOREK JATAYU, LIFEBUOY SHP 170 ML ANTI DANDRRUFF, MARINA H&B UV 92ML BRIGHT & FRESH, MIE SEDAP KOREAN SPICY CHICKEN, ORAL B SHINY CLEAN, PANTENE 135 ML NATURE CARE, SOKLIN SMART 800 GR DET & SOFTENER, WAFFLE 25 GR MOCHA LATTE 1 KTK;2023-10-04;SABUN, PEMBALUT WANITA, PEMBALUT WANITA, MAKANAN, MAKANAN, PLASTIK & MIKA, SHAMPO, KOSMETIK, MAKANAN, PERLENGKAPAN BAYI, SHAMPO, SABUN, MAKANAN;002578, 270345, 230103, 1375372, 103764, 256662, 033217, 010605, 202343, 786847, 400909, 805414, 280211
T283;BUBUK MURNI, LPG 3 KG, TAJIMAS SUPERIOR 12;2023-10-05;MAKANAN, BAHAN BAKAR, ROKOK;456465, 546531, 573243
T284;CITRA BENGKOANG & GREEN TEA 230 ML, LAPIS MAWAR PUTIH, SANGHAI CAP TAWON K, SHANGHAI MACAN 140 GR;2023-10-05;KOSMETIK, MAKANAN, MAKANAN, MAKANAN;528881, 046768, 030812, 040064
T285;CHOCOLATOS SWEET CHEESE 16 GR 1 PAC, GERRY SALUUT CHOCOLATE COCONUT 20 G, IMPERIAL CREME 18 GR BLUEBERRY, KIMBO REDDI 552 GR, KRESEK LOREK JATAYU, NABATI RICHO 8 GR  1 PACK, YAKULT 1 PRES;2023-10-05;MAKANAN, MAKANAN, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN;001608, 001653, 187367, 111221, 256662, 531696, YY
T286;ANDALAN FILTER 16, DANCOW UHT 115 ML COKLAT, DETTOL 100 GR COOL, DETTOL 100 GR ORIGINAL, DJ SCORE TEH MANIS 12, MILO UHT 180 ML, SHANGHAI MACAN 180 GR, SUNLIGHT 105 ML REFF JERUK NIPIS;2023-10-06;ROKOK, MAKANAN, SABUN, SABUN, ROKOK, MAKANAN, MAKANAN, SABUN;340215, 422735, 025007, 024987, 101536, 523067, 040101, 050009
T287;DJI SAM SOE PREMIUM 12, FRENCH FRIES 24 GR, GARUDA CRUNCHY 13 GR POTATO DAGING, JETZ SWEET STICK 18 GR CHOCOLATE, LAPIS MAWAR PUTIH;2023-10-07;ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN;028999, 281481, 002193, 605037, 046768
T288;GG SURYA 12, MIE SEDAP AYAM BAWANG, MIE SEDAP GORENG, MIE SEDAP SOTO, TAJIMAS KING;2023-10-08;ROKOK, MAKANAN, MAKANAN, MAKANAN, ROKOK;110129, 200318, 200301, 200325, KING
T289;BUBBLE MATA, CAMP MY CUP 60 ML CHOCO STRAW, INDOMILK SKM 40 G SCT PUTIH 1 RTG;2023-10-08;MAKANAN, MAKANAN, MAKANAN;280229, 700163, 001557
T290;GG SURYA 12, INDOMILK 190 ML STRAWBERRY, SARI ROTI TAWAR CHOCO CHIPS 275 GR;2023-10-08;ROKOK, MAKANAN, MAKANAN;110129, 005976, 141004
T291;AGAR KIJANG MAS MERAH 5 GR, BALA BALA KANTONG 0.5 KG, BIHUN JAGUNG PADAMU 380 GR MERAH, DAIRY CHAMP 480 G, KAYU MANIS, MINYAK KITA 1LT BTL APICAL, TELUR RAS A, TIRTA SAMBAL SAOS;2023-10-08;MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;123461, 076718, 700031, 000577, 041503, 860708, 783492, 040699
T292;DOWNY 10 ML MYSTIQUE, SOKLIN SCT SOFTERGENT SOFT SAKURA 1, SWEETY PANT S1;2023-10-08;SABUN, SABUN, DIAPERS;111494, 612197, 953013
T293;AUTAN SAKURA 6ML, BEAR BRAND 189 ML, ENERGEN 30 GR KACANG HIJAU;2023-10-08;OBAT NYAMUK KECOA SEMUT, MAKANAN, MAKANAN;995946, 404441, 440087
T294;KACANG TANAH LOKAL, PATI ROSE BRAND LOS, TERIGU BIASA;2023-10-09;MAKANAN, MAKANAN, MAKANAN;047902, 894373, 985324
T295;GARAM HALUS SEGI TIGA G 200 GR, LPG 3 KG, TEPUNG REMPEYEK LOMBOK;2023-10-09;MAKANAN, BAHAN BAKAR, MAKANAN;123453, 546531, 090274
T296;ANEKA SNACK SYISEL JAYA MAKMUR, AQUA 600 ML, FOX 90 GR SPRING TEA, GANGSAR KACANG ATOM 225 GR, GG SURYA 12, INDOMILK 190 ML MELON, KOKOLA MALKIS SUSU 225 GR, KRESEK MERAH 8838, KRIPIK DUA PUTRI PISANGTALAS, LARUTAN CAP BADAK 350 ML, MAHKOTA KACANG BESAR, NICK SPESIAL KEJU, POCKY 33 GR MILKY MATCHA, POCKY 47 GR CHOCOLATE, RELAXA PLAY CAR 12GR, SARI ROTI KRIM COKELAT, SARI ROTI KRIM COKELAT VANILA, TOS TOS 145 GR KOREAN BBQ, ULTRA MILK 200 ML STROBERI;2023-10-10;MAKANAN, MAKANAN, MAKANAN, MAKANAN, ROKOK, MAKANAN, MAKANAN, PLASTIK & MIKA, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;445511, 101053, 800356, 112325, 110129, 006003, 134428, 002900, 045713, 889139, 891023, 043107, 4000048, 4000000, 337824, 420017, 450014, 606496, 010576
T297;ANDALAN FILTER 12, CAMP SPONGEBOB STICK, POP MIE 75 GR PEDAS DOWER AYAM;2023-10-10;ROKOK, MAKANAN, MAKANAN;340239, 720611, 067002
T298;INDOMILK 190 ML COKLAT, MILO UHT 180 ML, NU CHOCO HAZELTEA 330 ML, NU MILK TEA 330 ML TEH TARIK;2023-10-10;MAKANAN, MAKANAN, MAKANAN, MAKANAN;005945, 523067, 145324, 133345
T299;FERMIPAN ASLI, MENTEGA AMANDA, TERIGU SEGITIGA;2023-10-11;MAKANAN, MAKANAN, MAKANAN;740001, 332614, 845924
T300;KONIDIN TABLET, TEH PUCUK HARUM 350 ML, TELUR ASIN, YAKULT 1 PRES;2023-10-11;OBAT, MAKANAN, MAKANAN, MAKANAN;100084, 600146, TA, YY
T301;GIV 80 GR PEARL SCRUB, KECAP SEDAP POUCH 63 ML, ROSE BRAND 500 GR KETAN;2023-10-12;SABUN, MAKANAN, MAKANAN;608602, 608039, 135006
T302;ASAM JAWA ELLIS, BAWANG MERAH, BAWANG PUTIH 1 ONS, GARAM HALUS SEGI TIGA G 200 GR, KECAP SEDAP MANIS POUCH 225 ML, KODOMO PG 45 GR GRAPES, MINYAK CURAH MEGA SURYA, POP ICE 23 GR CHOCOLATE, SOKLIN SOFT 425 GR PURPLE LAVENDER;2023-10-13;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PASTA GIGI, MAKANAN, MAKANAN, SABUN;049501, 042003, 896564, 123453, 608046, 100243, 986998, 231113, 808248
T303;AOKA RASA KEJU, AOKA ROTI PANGGANG COKLAT, EKOMIE ISI 2, ROTI TITA COKLAT, YOU C1000 140 ML MANGO;2023-10-14;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;840011, 840028, 200981, 207704, 510369
T304;ANDALAN FILTER 12, EMERON SHP SCT 10 ML HIJAB ANTI HF, GARNIER MEN ACNO WASABI 50 ML, ZEN 70GR SEA SALT;2023-10-15;ROKOK, SHAMPO, SABUN, SABUN;340239, 109260, 039607, 532832
T305;DJI SAM SOE PREMIUM 12, GG SURYA 12, KOREK BARA;2023-10-16;ROKOK, ROKOK, BAHAN BAKAR;028999, 110129, 020230
T306;GULA PUTIH LOKAL, NEVEA DEO INVISIBLE BW 25ML, PEPSODENT ACTION 123 SIWAK 150G + 2, SOKLIN SOFT 425 GR PURPLE LAVENDER, WARDAH REF 03 SHEER PINK;2023-10-16;MAKANAN, KOSMETIK, PASTA GIGI, SABUN, KOSMETIK;859384, 004583, 552466, 808248, 685719
T307;GULA PUTIH LOKAL, MASAKO 11 GR SCT SAPI 1 RTG, MINYAK CURAH MEGA SURYA, PEWARNA R&W KUNING TELUR;2023-10-17;MAKANAN, MAKANAN, MAKANAN, MAKANAN;859384, 033147, 986998, 101041
T308;GULA PUTIH LOKAL, LAPIS MAWAR PUTIH, ZWITSAL BS 70 GR NATURAL;2023-10-17;MAKANAN, MAKANAN, PERLENGKAPAN BAYI;859384, 046768, 247163
T309;CITRUN CAP GAJAH, DAHLIA TOILET BALL 3PCS, DOWNY 10 ML ANTI BAU;2023-10-17;MAKANAN, PERLENGKAPAN KAMAR MANDI, SABUN;041708, 883136, 180520
T310;EKOMIE 600GR, INDOFOOD 275 ML SAMBAL PEDAS, KECAP SEDAP MANIS POUCH 225 ML;2023-10-19;MAKANAN, MAKANAN, MAKANAN;200561, 400359, 608046
T311;DAIA 350 GR SOFTENER PINK, INDOMILK UHT 115 ML COKLAT, KACANG HIJAU SUPER 0.25 KG, MINYAK KITA 1LT REFFIL;2023-10-19;SABUN, MAKANAN, MAKANAN, MAKANAN;608718, 000239, 416695, 000728
T312;GULA KELAPA BLITAR, SUNLIGHT REFF 90 ML JERUK NIPIS, TOP PLUS GULA 18 GR 1 RTG;2023-10-20;MAKANAN, SABUN, MAKANAN;696946, 596996, 803281
T313;DJ SCORE TEH MANIS 12, GULA PUTIH LOKAL, KUE BASAH, MENTEGA AMANDA, MINYAK CURAH MEGA SURYA, TERIGU CAKRA;2023-10-21;ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;101536, 859384, WING, 332614, 986998, 872884
T314;KOPI DJAGO WBB, SUNSILK SHA SCT 10 ML SOFT& SMOOTH, TAJIMAS KING;2023-10-22;MAKANAN, SHAMPO, ROKOK;163945, 048242, KING
T315;JAMU KUNYIT ASAM 500 ML PP AL ATIQ, KOREK DUCATI, TEH 999 BESAR, TONG TJI JASMINE TEA PREMIUM 40 GR;2023-10-23;MAKANAN, BAHAN BAKAR, MAKANAN, MAKANAN;8900561, 020238, 670022, 661931
T316;KECAP SEDAP POUCH 63 ML, SAOS JEMPOL SAMBAL 480 G, SASA ISI 8 SCT, TERIGU BIASA, VIVA ZAK;2023-10-23;MAKANAN, MAKANAN, MAKANAN, MAKANAN, KOSMETIK;608039, 040601, 943314, 985324, 033244
T317;BAWANG MERAH, EMERON HIJAB CLEAN & FRESH 10 ML 1, GARNIER SAKURA WHITE DAY CREAM 20 M, TOP PLUS GULA 18 GR 1 RTG;2023-10-23;MAKANAN, SHAMPO, KOSMETIK, MAKANAN;042003, 108003, 047190, 803281
T318;GARAM HALUS SEGI TIGA G 200 GR, INDOMIE GORENG 85 GR, INDOMILK 370 GR SKM PUTIH;2023-10-24;MAKANAN, MAKANAN, MAKANAN;123453, 010947, 000018
T319;INDOMILK UHT 115 ML COKLAT, PERMEN COKLAT KOIN, TAJIMAS GOLD GRENJENG;2023-10-24;MAKANAN, MAKANAN, ROKOK;000239, KOIN, 076009
T320;BUBBLE MATA, CAMP HAPPY COW CUP 85 ML, CAMP HAPPY COW RAINBOW 55 ML, PANJANG JIWO 350 ML TIMUN, POPULAIRE STRAWBERRY 90 ML;2023-10-25;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;280229, 700484, 971198, 027700, 282202
T321;BUBUK MURNI 0.25 KG, GULA PUTIH LOKAL, LPG 3 KG;2023-10-25;MAKANAN, MAKANAN, BAHAN BAKAR;456465, 859384, 546531
T322;PATI ROSE BRAND LOS, ROYCO SAPI 10 GR 1 RTG, SASA 50 G, TERIGU BIASA;2023-10-25;MAKANAN, MAKANAN, MAKANAN, MAKANAN;894373, 046651, 943017, 985324
T323;DJ 76 KRETEK 12 1 PRES, DJ 76 MANGGA 12, DJ SCORE TEH MANIS 1 PRES, DJI SAM SOE PREMIUM 12  1 PRES, SABU SANTAN BUBUK 13 GR 1 RTG, TAJIMAS GOLD GRENJENG 5 PAK, TAJIMAS KING 5 PACK, TOP WHITE COFFE 1 RTG, WINGS BIRU 350 K 6 PCS, YAKULT 1 PRES;2023-10-26;ROKOK, ROKOK, ROKOK, ROKOK, MAKANAN, ROKOK, ROKOK, MAKANAN, SABUN, MAKANAN;101668, 101811, 101536, 028999, 510020, 076009, KING, 609234, 603836, YY
T324;ANDALAN FILTER 12, CAMP PETIT CHOCO MIX 35 ML, KUE BASAH, PIATTOS SAMBAL GEPREK 18 GR, YAKULT 1 PRES;2023-10-26;ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN;340239, 720833, WING, 6005009, YY
T325;GIV 80 GR ROSE & ALMOND, MIE SEDAP GORENG, MIE SEDAP SOTO, PEPSODENT 75 GR WHITE, ROMA KELAPA 300 GR;2023-10-26;SABUN, MAKANAN, MAKANAN, PASTA GIGI, MAKANAN;888622, 200301, 200325, 706081, 301142
T326;AQUA 600 ML 6 BTL, BUBUK SATU SATU 250 GR 10 BKS, DAIA SCT 53GR SOFT 1 LSN, EKONOMI POWER LIQUID 10 POUCH, GOLDA COFFEE 200 ML CAPPUCCINO, GOOD DAY 25 GR CAPPUCCINO 1 RTG, HEMAVITON JRENG 1 KTK, KUKU BIMA ENER-G ANGGUR 1 KTK, MILKU COKLAT PREMIUM 200ML 10 BTL, NICE FACIAL 250S LIVING, OSKADON SAKIT KEPALA 5 LBR, PASEO SMART TRAVEL PACK 50S 10PCS, POP MI AYAM 10PCS, POP MIE 75 GR GORENG PEDES GLEDEK, POP MIE 75 GR PEDAS DOWER, RINSO AN + MOLTO 42 G 1 LSN, SOKLIN SCT SOFTERGENT SOFT SAKURA 1, TELUR RAS A, TOLAK ANGIN 15 ML 1 KTK;2023-10-26;MAKANAN, MAKANAN, SABUN, SABUN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, TISSU & KAPAS, OBAT, TISSU & KAPAS, MAKANAN, MAKANAN, MAKANAN, SABUN, SABUN, MAKANAN, OBAT;101053, 001800, 608701, 611701, 202893, 103764, 045812, 830101, 202725, 124347, 039309, 025304, 060027, 060102, 067019, 558062, 612197, 783492, 101409
T327;JB PWD BLOSSOMS 150 + 50 GR, KOKO KRUNCH 32 GR, MILKUAT 70 ML STROBERI, NICK BROWNIES KEJU;2023-10-27;PERLENGKAPAN BAYI, MAKANAN, MAKANAN, MAKANAN;109138, 428263, 060203, 043101
T328;COKLAT BONEKA, GRENDEL UTAMA 12, KANZLER SINGLES 65 GR KEJU, MESIS COKLAT KOKI 0.25 KG, MIE OVEN 70 GR GULAI SULTAN, RUMUT 4 GR RASA SAPI, SOFTEX DAUN SIRIH GREENTEA 30P, TEH GELAS 350 ML BERRY BLEND TEA;2023-10-27;MAKANAN, ROKOK, MAKANAN, MAKANAN, MAKANAN, MAKANAN, PEMBALUT WANITA, MAKANAN;CK, 122199, 346318, 937374, 526149, 250374, 974179, 8991102301251
T329;GRENDEL BIRU 12, KAPAL API 6.5 G 1 RTG, KUE BASAH;2023-10-27;ROKOK, MAKANAN, MAKANAN, MAKANAN;129891, 105584, WING 4, WING
T330;ANTANGIN CAIR 15 ML, GG SURYA 12, HEMAVITON JRENG, JAMU QU, MILO UHT 180 ML;2023-10-27;OBAT, ROKOK, MAKANAN, MAKANAN, MAKANAN;782354, 110129, 045812, 043301, 523067
T331;BUBBLE MATA, CLEVO UHT 125 ML STROBERI, GARUDA CRUNCHY 13 GR POTATO DAGING, ICHI OCHA 350 ML TEH MELATI, INDOMIE GORENG 85 GR, INDOMIE SOTO LAMONGAN KHAS JATIM, TAWAR BESAR MAWAR, ULTRA 250 ML SARI KACANG IJO;2023-10-27;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN;280229, 717011, 002193, 821086, 010947, 043419, 040508, 050053
T332;BAWANG PUTIH 1 ONS, EKONOMI 500K ANTI NODA LEMON, TAJIMAS KING 5 PACK;2023-10-28;MAKANAN, SABUN, ROKOK;896564, 600095, KING
T333;PETIS RAJAWALI, PROCHIZ GOLD 160 GR, SPARROW COKLAT BLOCK;2023-10-28;MAKANAN, MAKANAN, MAKANAN;119977, 450216, 046409
T334;KOREK DUCATI, LILIN POPULAR 8 BATANG, SOSIS KIMBO  SO NICE  IGA BAKAR;2023-10-29;BAHAN BAKAR, BAHAN BAKAR, MAKANAN;020238, 260071, SS
T335;ANDALAN FILTER 12 5 PAK, BODREXIN, GRENDEL BIRU 12 1 PRES, KACANG TANAH LOKAL, PEPSODENT 75 GR WHITE 1 LSN, TAJIMAS KING 1 PRES, TEPUNG CRISPY CAP JEMPOL 1 BALL, VAPE JUMBO PREMIUM 10 BKS;2023-10-29;ROKOK, OBAT, ROKOK, MAKANAN, PASTA GIGI, ROKOK, MAKANAN, OBAT NYAMUK KECOA SEMUT;340239, 000705, 129891, 047902, 706081, KING, 030030, 130585
T336;BUBUK MURNI, GULA PUTIH LOKAL, INDOMIE GORENG 85 GR KRIUK PEDAS, INTERMI GORENG, MIE SEDAP GORENG, MIE SEDAP KARI SPESIAL, NUVO FAMILY 76G RELAX & PROTECT;2023-10-30;MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, MAKANAN, SABUN;456465, 859384, 059779, 021219, 200301, 200578, 618144
T337;ANTANGIN CAIR 15 ML, KOMIX 7 ML OBH, KRIPIK DUA PUTRI TEMPE, KUE BASAH, MIE SEDAP SINGAPORE SPICY LAKSA, PASEO ELEGANT FACIAL SOFT PACK 250;2023-10-30;OBAT, OBAT, MAKANAN, MAKANAN, MAKANAN, TISSU & KAPAS;782354, 301200, 042695, WING 4, 203104, 121018
T338;DJI SAM SOE PREMIUM 12 5 PACK, EMERON SHP SCT 10 ML HIJAB ANTI HF, ENAAK SKM 37 GR PLAIN 1 RTG, GG KALENG 50 BTG 2 KLG, GG SURYA 12  1 PRES, GRENDEL BIRU 12 1 PRES, GRENDEL UTAMA 1 PRES, JASJUS 8 GR LECI 1 PAK, KING 12, LADAKU MERICA BUBUK 2.5 GR 1 RTG, MADU TJ 20 GR RASA JERUK 1 KTK, MADURASA 25 GR JERUK 1 KTK, MAMY POKO PANT M1 10 PCS, MAMY POKO PANT XL1 10 PCS, ONE MED TES KEHAMILAN, ROSE BRAND 500 GR BERAS 1 DOS, TEAJUS 7 GR AROMA MELATI, ZINC SCT ACTIVE COOL 12 ML 1 PACK;2023-10-30;ROKOK, SHAMPO, MAKANAN, ROKOK, ROKOK, ROKOK, ROKOK, MAKANAN, ROKOK, MAKANAN, OBAT, OBAT, DIAPERS, DIAPERS, OBAT, MAKANAN, MAKANAN, SHAMPO;028999, 109260, 001625, 110501, 110129, 129891, 122199, 203326, 730798, 930612, 120020, 730112, 270796, 270833, 060314, 115008, 200523, 107525
T339;DJ SOBER 12, GG SURYA 12  1 PRES, GRENDEL BIRU 12 5 PACK, PLASTIK 88 1 KG 1 GDL;2023-10-30;ROKOK, ROKOK, ROKOK, PLASTIK & MIKA;6101520, 110129, 129891, 076711
